workerid,condition,item,response,rt,stimulus,trial_index
122,immoral,justin-certain,1,3015,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
122,immoral,justin-far,2,6583,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
122,immoral,justin-principles,1,6076,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
122,immoral,justin-deep,7,6823,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
122,immoral,justin-standards,1,2968,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
122,immoral,justin-calm,6,53413,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
122,immoral,justin-upset,2,3803,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
122,immoral,nate-conflicted,2,3540,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
122,immoral,nate-reservations,5,2478,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
122,immoral,nate-certain,5,3830,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
122,immoral,nate-far,4,3943,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
122,immoral,nate-principles,2,3796,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
122,immoral,nate-deep,6,3146,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
122,immoral,nate-standards,3,4591,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
122,immoral,nate-calm,1,3676,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
122,immoral,nate-upset,1,2927,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
122,immoral,manipulation_check_justin,6,4604,<p>How quickly did Justin make his decision?</p><br>,23
122,immoral,manipulation_check_nate,2,2559,<p>How quickly did Nate make his decision?</p><br>,24
650,moral,vignette,0,31247,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
650,moral,manipulation_check_justin,7,33911,<p>How quickly did Justin make his decision?</p><br>,3
650,moral,manipulation_check_nate,1,8887,<p>How quickly did Nate make his decision?</p><br>,4
650,moral,justin-conflicted,7,5368,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
650,moral,justin-reservations,4,4103,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
650,moral,justin-certain,1,2975,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
650,moral,justin-far,1,6143,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
650,moral,justin-principles,6,3631,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
650,moral,justin-deep,5,2439,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
650,moral,justin-standards,4,2224,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
650,moral,justin-calm,7,3719,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
650,moral,justin-upset,1,4224,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
650,moral,nate-conflicted,1,6207,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
650,moral,nate-reservations,7,2889,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
650,moral,nate-certain,1,4614,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
650,moral,nate-far,1,6592,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
650,moral,nate-principles,7,2680,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
650,moral,nate-deep,5,3431,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
650,moral,nate-standards,6,7079,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
650,moral,nate-calm,3,5391,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
650,moral,nate-upset,3,4528,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
650,moral,manipulation_check_justin,7,3503,<p>How quickly did Justin make his decision?</p><br>,23
650,moral,manipulation_check_nate,1,1696,<p>How quickly did Nate make his decision?</p><br>,24
153,moral,vignette,0,45340,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
153,moral,manipulation_check_justin,7,7299,<p>How quickly did Justin make his decision?</p><br>,3
153,moral,manipulation_check_nate,1,6083,<p>How quickly did Nate make his decision?</p><br>,4
153,moral,justin-conflicted,7,12429,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
153,moral,justin-reservations,1,9605,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
153,moral,justin-certain,1,11533,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
153,moral,justin-far,1,15812,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
153,moral,justin-principles,7,10357,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
153,moral,justin-deep,7,12853,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
153,moral,justin-standards,7,9333,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
153,moral,justin-calm,7,11005,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
153,moral,justin-upset,1,7933,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
153,moral,nate-conflicted,1,10365,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
153,moral,nate-reservations,7,10654,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
153,moral,nate-certain,7,8845,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
153,moral,nate-far,7,9213,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
153,moral,nate-principles,2,6973,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
153,moral,nate-deep,5,12654,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
153,moral,nate-standards,2,7213,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
153,moral,nate-calm,1,8445,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
153,moral,nate-upset,4,9381,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
153,moral,manipulation_check_justin,7,6221,<p>How quickly did Justin make his decision?</p><br>,23
153,moral,manipulation_check_nate,1,5045,<p>How quickly did Nate make his decision?</p><br>,24
144,moral,vignette,0,73350,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
144,moral,manipulation_check_justin,7,6113,<p>How quickly did Justin make his decision?</p><br>,3
144,moral,manipulation_check_nate,1,6297,<p>How quickly did Nate make his decision?</p><br>,4
144,moral,justin-conflicted,7,11760,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
144,moral,justin-reservations,1,23561,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
144,moral,justin-certain,1,7751,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
144,moral,justin-far,1,19452,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
144,moral,justin-principles,7,6281,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
144,moral,justin-deep,7,7255,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
144,moral,justin-standards,7,6421,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
144,moral,justin-calm,7,13323,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
144,moral,justin-upset,1,9607,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
144,moral,nate-conflicted,1,11222,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
144,moral,nate-reservations,7,12036,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
144,moral,nate-certain,6,7285,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
144,moral,nate-far,7,8218,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
144,moral,nate-principles,4,14190,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
144,moral,nate-deep,6,7216,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
144,moral,nate-standards,5,17353,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
144,moral,nate-calm,2,6948,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
144,moral,nate-upset,6,8880,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
144,moral,manipulation_check_justin,7,9137,<p>How quickly did Justin make his decision?</p><br>,23
144,moral,manipulation_check_nate,1,6008,<p>How quickly did Nate make his decision?</p><br>,24
143,moral,vignette,0,66730,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
143,moral,manipulation_check_justin,7,7489,<p>How quickly did Justin make his decision?</p><br>,3
143,moral,manipulation_check_nate,2,5233,<p>How quickly did Nate make his decision?</p><br>,4
143,moral,justin-conflicted,7,12217,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
143,moral,justin-reservations,2,13728,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
143,moral,justin-certain,1,12248,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
143,moral,justin-far,1,23487,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
143,moral,justin-principles,1,11930,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
143,moral,justin-deep,7,13564,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
143,moral,justin-standards,7,5975,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
143,moral,justin-calm,3,17216,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
143,moral,justin-upset,1,8131,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
143,moral,nate-conflicted,1,7725,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
143,moral,nate-reservations,7,8464,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
143,moral,nate-certain,5,10028,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
143,moral,nate-far,6,8662,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
143,moral,nate-principles,3,8329,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
143,moral,nate-deep,5,9502,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
143,moral,nate-standards,6,16945,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
143,moral,nate-calm,3,9250,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
143,moral,nate-upset,3,10381,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
143,moral,manipulation_check_justin,7,8196,<p>How quickly did Justin make his decision?</p><br>,23
143,moral,manipulation_check_nate,1,3498,<p>How quickly did Nate make his decision?</p><br>,24
66,moral,vignette,0,38119,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
66,moral,manipulation_check_justin,7,7238,<p>How quickly did Justin make his decision?</p><br>,3
66,moral,manipulation_check_nate,1,5439,<p>How quickly did Nate make his decision?</p><br>,4
66,moral,justin-conflicted,7,18991,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
66,moral,justin-reservations,1,14055,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
66,moral,justin-certain,1,6375,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
66,moral,justin-far,6,10662,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
66,moral,justin-principles,7,6687,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
66,moral,justin-deep,7,7943,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
66,moral,justin-standards,7,6183,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
66,moral,justin-calm,7,8047,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
66,moral,justin-upset,1,8631,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
66,moral,nate-conflicted,1,8735,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
66,moral,nate-reservations,7,6655,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
66,moral,nate-certain,7,4887,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
66,moral,nate-far,6,15247,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
66,moral,nate-principles,6,8287,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
66,moral,nate-deep,7,4887,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
66,moral,nate-standards,6,3879,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
66,moral,nate-calm,1,12695,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
66,moral,nate-upset,1,8511,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
66,moral,manipulation_check_justin,7,4807,<p>How quickly did Justin make his decision?</p><br>,23
66,moral,manipulation_check_nate,1,3335,<p>How quickly did Nate make his decision?</p><br>,24
137,moral,vignette,0,54984,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",2
137,moral,manipulation_check_justin,7,6394,<p>How quickly did Justin make his decision?</p><br>,3
137,moral,manipulation_check_nate,1,3710,<p>How quickly did Nate make his decision?</p><br>,4
137,moral,justin-conflicted,7,8213,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
137,moral,justin-reservations,1,5529,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
137,moral,justin-certain,1,4079,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
137,moral,justin-far,1,8565,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
137,moral,justin-principles,7,4303,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
137,moral,justin-deep,7,5474,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
137,moral,justin-standards,7,4082,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
137,moral,justin-calm,7,6841,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
137,moral,justin-upset,1,10320,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,13
137,moral,nate-conflicted,1,4902,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,14
137,moral,nate-reservations,7,3726,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,15
137,moral,nate-certain,4,5416,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,16
137,moral,nate-far,7,7299,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,17
137,moral,nate-principles,4,3070,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,18
137,moral,nate-deep,5,5199,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,19
137,moral,nate-standards,5,6432,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,20
137,moral,nate-calm,1,5588,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,21
137,moral,nate-upset,1,5045,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,22
137,moral,manipulation_check_justin,7,3874,<p>How quickly did Justin make his decision?</p><br>,23
137,moral,manipulation_check_nate,1,2914,<p>How quickly did Nate make his decision?</p><br>,24
123,immoral,vignette,0,57321,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",2
123,immoral,manipulation_check_justin,7,6469,<p>How quickly did Justin make his decision?</p><br>,3
123,immoral,manipulation_check_nate,1,3643,<p>How quickly did Nate make his decision?</p><br>,4
123,immoral,justin-conflicted,7,10591,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,5
123,immoral,justin-reservations,1,9557,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,6
123,immoral,justin-certain,1,6281,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,7
123,immoral,justin-far,1,25537,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,8
123,immoral,justin-principles,1,11582,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,9
123,immoral,justin-deep,2,14103,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,10
123,immoral,justin-standards,3,6000,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,11
123,immoral,justin-calm,5,7182,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,12
